SMI,Target,Property
N#Cc1c(C#N)ccc(c1C)N(C2=O)C(=O)N([C@H]23)CC[C@H]3O,AR,agonist
N#Cc1c(F)c(F)c(cc1)N(C2=O)C(=O)N([C@H]23)CC[C@H]3O,AR,agonist
N#Cc1c(Cl)c(F)c(cc1)N(C2=O)C(=O)N([C@H]23)CC[C@H]3O,AR,agonist
N#Cc1c(OC)c(Cl)c(cc1)N(C2=O)C(=O)N([C@H]23)CC[C@H]3O,AR,agonist
N#Cc1c(C)c(Cl)c(cc1)N(C2=O)C(=O)N([C@H]23)CC[C@H]3O,AR,agonist
N#Cc1c(C)c(OC)c(cc1)N(C2=O)C(=O)N([C@H]23)CC[C@H]3O,AR,agonist
N#Cc1cc(CC)c(cc1)N(C2=O)C(=O)N([C@H]23)CC[C@H]3O,AR,agonist
FC(F)(F)c1c(C#N)ccc(c1CC)N(C2=O)C(=O)N([C@H]23)CC[C@H]3O,AR,agonist
FC(F)(F)c1cc(=O)[nH]c(c12)ccc(c2)N3CCC[C@@H]3C,AR,agonist
FC(F)(F)c1cc(=O)[nH]c(c12)cc3c(c2)N(C)C[C@H](O3)CC,AR,agonist
FC(F)(F)c1cc(=O)[nH]c(c12)cc3c(c2)N(CC)C[C@H](O3)CC,AR,agonist
C[C@H](O1)CN(CC(F)(F)F)c(c2)c1cc(c23)[nH]c(=O)cc3C(F)(F)F,AR,agonist
FC(F)(F)c1cc(=O)[nH]c(c12)cc3c(c2)N[C@H](C)CO3,AR,agonist
FC(F)(F)c1cc(=O)[nH]c(c12)cc3c(c2)N(CC)[C@H](CO3)CC,AR,agonist
FC(F)(F)c1cc(=O)[nH]c(c12)cc3c(c2)N([C@@H](C)CO3)CC4CC4,AR,agonist
FC(F)(F)c1cc(=O)[nH]c(c12)cc3c(c2)N4[C@@H](CO3)CCCC4,AR,agonist
N#Cc1c(Cl)c(C)c(cc1)N(C2=O)S(=O)(=O)N([C@]23C)CC[C@H]3O,AR,agonist
N#Cc1c(Cl)c(C)c(cc1)N(C2=O)S(=O)(=O)N([C@H]23)C[C@H](C3)O,AR,agonist
N#Cc1c(Cl)c(C)c(cc1)N(C2)S(=O)(=O)N([C@H]23)CC[C@H]3O,AR,agonist
N#Cc1c(Cl)c(C)c(cc1)N(C2)C(=O)N([C@H]23)CC[C@H]3O,AR,agonist
N#Cc1c(Cl)c(C)c(cc1)N(C2=O)C[C@@H]([C@@H]23)[C@H](O)CC3,AR,agonist
N#Cc1c(Cl)c(C)c(cc1)N([C@H]2C)C(=O)N([C@H]23)CC[C@@H]3O,AR,agonist
N#Cc1c(Cl)c(C)c(cc1)N([C@H]2CC)C(=O)N([C@H]23)CC[C@@H]3O,AR,agonist
N#Cc1c(Cl)c(C)c(cc1)N([C@H]2C(F)(F)F)C(=O)N([C@H]23)CC[C@@H]3O,AR,agonist
N#Cc1c(Cl)c(C)c(cc1)N([C@@H]2C)C(=O)N([C@H]23)CC[C@@H]3O,AR,agonist
N#Cc1c(Cl)c(C)c(cc1)N([C@@H]2CC)C(=O)N([C@H]23)CC[C@@H]3O,AR,agonist
N#Cc1c(Cl)c(C)c(cc1)N([C@@H]2C(F)(F)F)C(=O)N([C@H]23)CC[C@@H]3O,AR,agonist
N#Cc1c(Cl)c(C)c(cc1)N([C@H]2C)C(=O)N([C@H]23)CC[C@H]3O,AR,agonist
N#Cc1c(Cl)c(C)c(cc1)N([C@H]2CC)C(=O)N([C@H]23)CC[C@H]3O,AR,agonist
N#Cc1c(Cl)c(C)c(cc1)N([C@H]2C(F)(F)F)C(=O)N([C@H]23)CC[C@H]3O,AR,agonist
N#Cc1c(Cl)c(C)c(cc1)N([C@@H]2CC)C(=O)N([C@H]23)CC[C@H]3O,AR,agonist
N#Cc1c(Cl)c(C)c(cc1)N([C@@H]2C(F)(F)F)C(=O)N([C@H]23)CC[C@H]3O,AR,agonist
N#Cc1c(Cl)c(C)c(cc1)N([C@@H]2C(C)C)C(=O)N([C@H]23)CC[C@H]3O,AR,agonist
N#Cc1c(Cl)c(C)c(cc1)C(=C2C)C(=O)N([C@H]23)CC[C@@H]3O,AR,agonist
C1=CC[C@H]([C@H]12)[C@@H](C(C)(C)CO)Nc3c2cc([N+]([O-])=O)cc3,AR,agonist
C[NH+](C)[C@@H]1C[C@H](C(C)(C)CO)Nc(c12)ccc(c2)[N+]([O-])=O,AR,agonist
CCOC[C@@H](CO1)N(CC(F)(F)F)c(c2)c1cc(c23)[nH]c(=O)cc3C(F)(F)F,AR,agonist
FC(F)(F)C[C@H](CO1)N(CC(F)(F)F)c(c2)c1cc(c23)[nH]c(=O)cc3C(F)(F)F,AR,agonist
N#Cc1c(Cl)c(C)c(cc1)\N=C(OC2)\N([C@H]23)CC[C@H]3O,AR,agonist
N#Cc1c(Cl)c(C)c(cc1)\N=C(OC2)\N([C@H]23)CC[C@@H]3O,AR,agonist
N#Cc1c(Cl)c(C)c(cc1)\N=C(O[C@H]2C(F)(F)F)\N([C@H]23)CC[C@@H]3O,AR,agonist
N#Cc1c(Cl)c(C)c(cc1)\N=C(O[C@@H]2C(F)(F)F)\N([C@H]23)CC[C@@H]3O,AR,agonist
N#Cc1c(Cl)c(C)c(cc1)\N=C(O[C@@H]2C(F)(F)F)\N([C@H]23)CC[C@H]3O,AR,agonist
N#Cc1c(Cl)c(C)c(cc1)\N=C(O[C@H]2C(F)(F)F)\N([C@H]23)CC[C@H]3O,AR,agonist
N#Cc1c(Cl)c(C)c(cc1)\N=C(O[C@H]2C(C)C)\N([C@H]23)CC[C@H]3O,AR,agonist
N#Cc1c(Cl)c(C)c(cc1)/N=C(\N(C)C2)N([C@H]23)CC[C@H]3O,AR,agonist
N#Cc1c(Cl)c(C)c(cc1)N([C@H]2C)[C@@H](NC#N)[NH+]([C@H]23)CC[C@@H]3O,AR,agonist
N#Cc1c(C(F)(F)F)cc(cc1)NC(=O)[C@](C)(O)COc(cc2)ccc2C#N,AR,agonist
O[C@H]1CC[C@H]([C@]12C)[C@H]3[C@H](CC2)[C@@]4(C)[C@H](CC3)CC(=O)CC4,AR,agonist
BrC[C@@](C)(O)C(=O)Nc(cc1)cc(c1C(F)(F)F)[N+](=O)O,AR,agonist
O[C@H]1CC[C@H]([C@@]12C)[C@H]3[C@H](CC2)c4c(CC3)cc(O)cc4,AR,agonist
IC[C@@](C)(O)C(=O)Nc(cc1)cc(c1C(F)(F)F)[N+](=O)O,AR,agonist
Cn1c(=O)cc(C(F)(F)F)c(c2)c1cc(c23)N[C@@H]4[C@H]3CCCC4,AR,agonist
O[C@H]1CC[C@H]([C@@]12C)[C@H]3[C@H](CC2)[C@]4(C)C(CC3)=CC(=O)CC4,AR,agonist
C#C[C@]1(O)CC[C@H]([C@@]12C)[C@H]3[C@H](CC2)[C@@H]4C(CC3)=CC(=O)CC4,AR,agonist
CCC(=O)O[C@H]1CC[C@@H]([C@]12C)[C@@H]3[C@@H](CC2)[C@]4(C)C(CC3)=CC(=O)CC4,AR,agonist
FC(F)(F)c1c([N+]([O-])=O)ccc(c1)N(C2=O)C(=O)[C@@H]([C@@H]23)C4CC3CC4,AR,agonist
Cc1c(Br)ccc(c1)N(C2=O)C(=O)[C@@H]([C@@H]23)C4C=CC3CC4,AR,agonist
c1cccc(c12)c(ccc2[N+]([O-])=O)N(C3=O)C(=O)[C@@H]([C@@H]34)C5C=CC4C5,AR,agonist
Cc1c(Br)ccc(c1)N(C2=O)C(=O)[C@@H]([C@@H]23)C4C=CC3C4,AR,agonist
Clc1c(Cl)ccc(c1)N(C2=O)C(=O)[C@@H]([C@@H]23)C4C=CC3CC4,AR,agonist
FC(F)(F)c1c([N+]([O-])=O)ccc(c1)N(C2=O)C(=O)[C@@H]([C@@H]23)[C@H]4C[C@@H]3CC4,AR,agonist
OCC(=O)[C@@]1(O)CC[C@H]([C@@]12C)[C@H]3[C@H]([C@H](C2)O)[C@]4(C)C(CC3)=CC(=O)CC4,AR,agonist
N#Cc1c(Cl)c(C)c(cc1)N(C2=O)S(=O)(=O)N([C@H]23)CC[C@H]3O,AR,agonist
O1CC(C(F)(F)F)N(CC(F)(F)F)c(c2)c1cc(c23)[nH]c(=O)cc3C(F)(F)F,AR,agonist
FC(F)(F)c1c(Br)ccc(c1)N(C2=O)C(=O)[C@@H]([C@@H]23)C4C=CC3C4,AR,agonist
c1cccc(c12)c(ccc2[N+]([O-])=O)N(C3=O)C(=O)[C@@H]([C@@H]34)C5C=CC4CC5,AR,agonist
FC(F)(F)c1c([N+]([O-])=O)ccc(c1)N(C2=O)C(=O)[C@@H]([C@@H]23)C4C=CC3C4,AR,agonist
c1cccc(c12)c(ccc2[N+]([O-])=O)N(C3=O)C(=O)[C@@H]([C@@H]34)C5C=CC4CCC5,AR,agonist
C/C=C1\C(=O)CC([C@@]12C)C3C(CC2)[C@]4(C)C(CC3)=CC(=O)CC4,AR,agonist
N#Cc1c(Cl)c(C)c(cc1)N(C2C)S(=O)(=O)N([C@H]23)CC[C@@H]3O,AR,agonist
C/C=C1/C(=O)C[C@H]([C@@]12C)[C@H]3[C@H](CC2)[C@]4(C)C(CC3)=CC(=O)CC4,AR,agonist
n1ccccc1-c(ccc2)cc2CN(CC(C(F)(F)F)O)c3cc(ccc3)Oc4ccccc4,AR,agonist
C=CC(C)(C)Nc(cc1)cc(c12)[nH]c(=O)cc2C(F)(F)F,AR,antagonist
COc1cccc(OC2CC=C)c1c(c2c34)ccc4[nH]c(=O)cc3C,AR,antagonist
CC(=O)[C@H]1CC[C@H]([C@@]12C)[C@H]3[C@H](CC2)[C@]4(C)C(CC3)=CC(=O)CC4,AR,antagonist
CC(C)(C)CNc(c1)ccc(c12)[nH]c(=O)cc2C(F)(F)F,AR,antagonist
CC(C)(C)CNc(cc1)cc(c12)[nH]c(=O)cc2C(F)(F)F,AR,antagonist
CC(C)(O)C(=O)Nc(c1)ccc([N+]([O-])=O)c1C(F)(F)F,AR,antagonist
CC(C)(O)C(=O)Nc(c(O)c1C(F)(F)F)ccc1[N+]([O-])=O,AR,antagonist
N#Cc1c(C(F)(F)F)cc(cc1)N(C2=O)C(=O)[C@H]([C@H]2[C@@]34C)[C@](O4)(C)CN(C3)C(=O)C(C)C,AR,antagonist
FC(F)(F)c1cc(=O)[nH]c(c12)cc(cc2)NCC(C)C,AR,antagonist
FC(F)(F)c1cc(O)nc(c12)cc3c(c2)[C@H](CC(C)C)[C@@H](C)CN3,AR,antagonist
N#Cc1c(C(F)(F)F)cc(cc1)N(C2=O)C(=O)[C@H]([C@H]2[C@@]34C)[C@](O4)(C)C(=O)N(C3=O)C(C)C,AR,antagonist
N#Cc1c(C(F)(F)F)cc(cc1)N(C2=O)C(=O)[C@H]([C@H]2[C@@]34C)[C@](O4)(C)CN(C3)C(=O)NC(C)C,AR,antagonist
FC(F)(F)c1cc(=O)[nH]c(c12)cc(cc2)NC(C)C,AR,antagonist
FC(F)(F)c1cc(O)nc(c12)ccc(c2)NC(C)C,AR,antagonist
N#Cc1c(C(F)(F)F)cc(cc1)N(C2=O)C(=O)[C@H]([C@H]2[C@@]34C)[C@](O4)(C)CN(C3)C(=O)OC(C)C,AR,antagonist
FC(F)(F)c1cc(O)nc(c12)cc3c(c2)CC[C@H](N3)C(C)C,AR,antagonist
N#Cc1c(C(F)(F)F)cc(cc1)N(C2=O)C(=O)[C@H]([C@H]2[C@@]34C)[C@](O4)(C)C(=O)[N+]([O-])(C3=O)C(C)C,AR,antagonist
N#Cc1c(C(F)(F)F)cc(cc1)NC(=O)C(C)(O)CS(=O)(=O)c(cc2)ccc2F,AR,antagonist
FC(F)(F)c1cc(O)nc(c12)cc3c(c2)C=CC(C)(C)N3,AR,antagonist
n1c(O)cc(C(F)(F)F)c(c2)c1cc(c23)N[C@H]4[C@@H]3CCCC4(C)C,AR,antagonist
n1c(O)cc(C(F)(F)F)c(c2)c1cc(c2[C@]34C)N[C@@H]3C(C)(C)CCC4,AR,antagonist
FC(F)(F)c1cc(Br)nc(c12)cc3c(c2)CCC(C)(C)N3,AR,antagonist
FC(F)(F)c1cc(C#N)nc(c12)cc3c(c2)CCC(C)(C)N3,AR,antagonist
FC(F)(F)c1cc(C(F)(F)F)nc(c12)cc3c(c2)CCC(C)(C)N3,AR,antagonist
FC(F)(F)c1cc(Cl)nc(c12)cc3c(c2)CCC(C)(C)N3,AR,antagonist
FC(F)(F)c1cc(F)nc(c12)cc3c(c2)CCC(C)(C)N3,AR,antagonist
FC(F)(F)c1cc(N(S(=O)(=O)C)S(=O)(=O)C)nc(c12)cc3c(c2)CCC(C)(C)N3,AR,antagonist
FC(F)(F)c1cc(N)nc(c12)cc3c(c2)CCC(C)(C)N3,AR,antagonist
FC(F)(F)c1cc(NS(=O)(=O)C)nc(c12)cc3c(c2)CCC(C)(C)N3,AR,antagonist
FC(F)(F)c1cc(O)nc(c12)cc3c(c2)CCC(C)(C)N3,AR,antagonist
FC(F)(F)c1cc(S(=O)(=O)C)nc(c12)cc3c(c2)CCC(C)(C)N3,AR,antagonist
FC(F)(F)CSc(cc1C(F)(F)F)nc(c12)cc3c(c2)CCC(C)(C)N3,AR,antagonist
FC(F)(F)c1ccnc(c12)cc3c(c2)CCC(C)(C)N3,AR,antagonist
FC(F)(F)c1cc(Cl)nc(c12)cc3c(c2)C(C)=CC(C)(C)N3C,AR,antagonist
FC(F)(F)c1cc(Cl)nc(c12)cc3c(c2)C(C)=CC(C)(C)N3,AR,antagonist
FC(F)(F)c1cc(F)nc(c12)cc3c(c2)C(C)=CC(C)(C)N3,AR,antagonist
c1c(F)ccc(F)c1/C=C/2Oc(cccc3)c3c4ccc(c5c24)NC(C)(C)C=C5C,AR,antagonist
c1cc(F)c(F)cc1/C=C/2Oc(cccc3)c3c4ccc(c5c24)NC(C)(C)C=C5C,AR,antagonist
c1ccc(F)cc1/C=C/2Oc(cccc3)c3c4ccc(c5c24)NC(C)(C)C=C5C,AR,antagonist
c1ccccc1/C=C/2Oc(c(F)ccc3)c3c4ccc(c5c24)NC(C)(C)C=C5C,AR,antagonist
c1ccccc1/C=C/2Oc(ccc(F)c3)c3c4ccc(c5c24)NC(C)(C)C=C5C,AR,antagonist
c1ccccc1/C=C/2Oc(cccc3)c3c4ccc(c5c24)NC(C)(C)C=C5C,AR,antagonist
c1cccc(C)c1/C=C/2Oc(ccc(F)c3)c3c4ccc(c5c24)NC(C)(C)C=C5C,AR,antagonist
c1cccc(C)c1/C=C/2Oc(cccc3)c3c4ccc(c5c24)NC(C)(C)C=C5C,AR,antagonist
c1cccc(N(C)C)c1/C=C/2Oc(ccc(F)c3)c3c4ccc(c5c24)NC(C)(C)C=C5C,AR,antagonist
o1cccc1/C=C/2Oc(ccc(F)c3)c3c4ccc(c5c24)NC(C)(C)C=C5C,AR,antagonist
c1sccc1/C=C/2Oc(ccc(F)c3)c3c4ccc(c5c24)NC(C)(C)C=C5C,AR,antagonist
n1cccc(C)c1/C=C/2Oc(ccc(F)c3)c3c4ccc(c5c24)NC(C)(C)C=C5C,AR,antagonist
N#Cc1c(C(F)(F)F)cc(cc1)N(C2=O)C(=O)[C@H]([C@H]2[C@@]34C)[C@](O4)(C)CN(C3)C(=O)CC,AR,antagonist
CCC(C)(C)Nc(cc1)cc(c12)[nH]c(=O)cc2C(F)(F)F,AR,antagonist
FC(F)(F)c1cc(O)nc(c12)cc3c(c2)C(CC)(CC)CCN3,AR,antagonist
FC(F)(F)c1cc(=O)n(C)c(c12)cc3c(c2)C(CC)CCN3C,AR,antagonist
FC(F)(F)c1cc(=O)n(C)c(c12)cc3c(c2)C(CC)CCN3,AR,antagonist
FC(F)(F)c1cc(=O)[nH]c(c12)cc3c(c2)CCC(N3)CC,AR,antagonist
FC(F)(F)c1cc(=O)[nH]c(c12)cc(cc2)NCCCC,AR,antagonist
CCCCSc(cc1C(F)(F)F)nc(c12)cc3c(c2)CCC(C)(C)N3,AR,antagonist
CCCC[S+]([O-])c(cc1C(F)(F)F)nc(c12)cc3c(c2)CCC(C)(C)N3,AR,antagonist
CCCN(CC(F)(F)F)c(cc1)cc(c12)[nH]c(=O)cc2C(F)(F)F,AR,antagonist
N#Cc1c(C(F)(F)F)cc(cc1)N(C2=O)C(=O)[C@H]([C@H]2[C@@]34C)[C@](O4)(C)CN(C3)CCC,AR,antagonist
Cn1c(=O)cc(C(F)(F)F)c(c2)c1cc(c23)N(CCC)[C@H]4[C@@H]3CCCC4,AR,antagonist
FC(F)(F)c1cc(=O)[nH]c(c12)cc(c(C)c2)NCCC,AR,antagonist
FC(F)(F)c1cc(=O)[nH]c(c12)cc(cc2)NCCC,AR,antagonist
FC(F)(F)c1cc(O)nc(c12)ccc(c2)NCCC,AR,antagonist
N#Cc1c(C(F)(F)F)cc(cc1)N(C2=O)C(=O)[C@H]([C@H]2[C@@]34C)[C@](O4)(C)CN(C3)C(=O)OCCC,AR,antagonist
FC(F)(F)c1cc(O)nc(c12)cc3c(c2)CC[C@H](N3)CCC,AR,antagonist
FC(F)(F)CN(CC(F)(F)F)c(c1)ccc(c12)[nH]c(=O)cc2CCC,AR,antagonist
FC(F)(F)CN(CC)c(cc1)cc(c12)[nH]c(=O)cc2C(F)(F)F,AR,antagonist
FC(F)(F)c1cc(=O)[nH]c(c12)cc(cc2)N(CC)CC,AR,antagonist
N#Cc1c(C(F)(F)F)cc(cc1)N(C2=O)C(=O)[C@H]([C@H]2[C@@]34C)[C@](O4)(C)CN(C3)C(=O)NCC,AR,antagonist
FC(F)(F)c1cc(=O)[nH]c(c12)cc(cc2)NCC,AR,antagonist
N#Cc1c(C(F)(F)F)cc(cc1)N(C2=O)C(=O)[C@H]([C@H]2[C@@]34C)[C@](O4)(C)CN(C3)C(=O)OCC,AR,antagonist
N#Cc1c(C(F)(F)F)cc(cc1)N(C2=O)C(=O)[C@H]([C@H]2[C@@]34C)[C@](O4)(C)CN(C3)S(=O)(=O)CC,AR,antagonist
FC(F)(F)c1cc(O)nc(c12)cc3c(c2)CC[C@H](N3)CC,AR,antagonist
FC(F)(F)c1cc(O)nc(c12)cc3c(c2)[C@@H](C)C[C@H](N3)CC,AR,antagonist
FC(F)(F)c1cc(O)nc(c12)cc3c(c2)CC(C)(C)[C@H](N3)CC,AR,antagonist
FC(F)(F)c1cc(O)nc(c12)cc3c(c2)CC(CC)(CC)[C@H](N3)CC,AR,antagonist
FC(F)(F)c1cc(O)nc(c12)cc3c(c2)C[C@H](C)[C@H](N3)CC,AR,antagonist
FC(F)(F)c1cc(O)nc(c12)cc3c(c2)C[C@@H](C)[C@H](N3)CC,AR,antagonist
FC(F)(F)c1cc(=O)[nH]c(c12)cc(NC)c(c2)CC,AR,antagonist
FC(F)(F)CNc(c(c1)CC)cc(c12)[nH]c(=O)cc2C(F)(F)F,AR,antagonist
CCn1c(=O)cc(C(F)(F)F)c(c2)c1cc(c23)N[C@H]4[C@@H]3CCCC4,AR,antagonist
FC(F)(F)c1cc(=O)[nH]c(c12)cc(cc2)N(C)C,AR,antagonist
FC(F)(F)c1cc(O)nc(c12)ccc(c2)N(C)C,AR,antagonist
Cn1c(=O)cc(C(F)(F)F)c(c2)c1cc(c23)N(C)CC3,AR,antagonist
Cn1c(=O)cc(C(F)(F)F)c(c2)c1cc(c23)N(C)[C@H]4[C@@H]3CCCC4(C)C,AR,antagonist
Cn1c(=O)cc(C(F)(F)F)c(c2)c1cc(c23)N(C)[C@H]4[C@@H]3CCCC4,AR,antagonist
FC(F)(F)c1cc(Br)nc(c12)cc3c(c2)CCC(C)(C)N3C,AR,antagonist
FC(F)(F)c1cc(C#N)nc(c12)cc3c(c2)CCC(C)(C)N3C,AR,antagonist
FC(F)(F)c1cc(Cl)nc(c12)cc3c(c2)CCC(C)(C)N3C,AR,antagonist
FC(F)(F)c1cc(F)nc(c12)cc3c(c2)CCC(C)(C)N3C,AR,antagonist
FC(F)(F)c1ccnc(c12)cc3c(c2)CCC(C)(C)N3C,AR,antagonist
FC(F)(F)c1cc(=O)[nH]c(c12)cc(cc2)NC,AR,antagonist
N#Cc1c(C(F)(F)F)cc(cc1)N(C2=O)C(=O)[C@H]([C@H]2[C@@]34C)[C@](O4)(C)CN(C3)OC,AR,antagonist
COc(cc1)ccc1CNc(cc2C(F)(F)F)nc(c23)cc4c(c3)CCC(C)(C)N4,AR,antagonist
Cc1cc(=O)[nH]c2ccc(c3c12)c4c(oc3=O)ccc(c4)OC,AR,antagonist
FC(F)(F)c1cc(=O)[nH]c2ccc(c3c12)c4c(CO3)cccc4OC,AR,antagonist
Cc1cc(=O)[nH]c2ccc(c3c12)c4c(OC3C)cccc4OC,AR,antagonist
Cc1cc(=O)[nH]c2ccc(c3c12)c4c(OC3OC)cccc4OC,AR,antagonist
FC(F)(F)c1cc(SC)nc(c12)cc3c(c2)CCC(C)(C)N3,AR,antagonist
FC(F)(F)c1cc(O)nc(c12)cc3c(c2)CC[C@@H](C)N3,AR,antagonist
FC(F)(F)CC[C@H]([C@H](C)CN1)c(c2)c1cc(c23)nc(O)cc3C(F)(F)F,AR,antagonist
n1c(O)cc(C(F)(F)F)c(c2)c1cc(c23)N[C@H](C)C3,AR,antagonist
FC(F)(F)c1cc(O)nc(c12)cc3c(c2)C[C@@H](C)[C@@H](C)N3,AR,antagonist
Cn1c(=O)cc(C(F)(F)F)c(c2)c1cc(c23)N(C)[C@H]4[C@@H]3C[C@@H](C)CC4,AR,antagonist
Cn1c(=O)cc(C(F)(F)F)c(c2)c1cc(c23)N[C@H]4[C@@H]3C[C@@H](C)CC4,AR,antagonist
FC(F)(F)CCC([C@@H](C)CN1)c(c2)c1cc(c23)nc(O)cc3C(F)(F)F,AR,antagonist
FC(F)(F)c1cc(O)nc(c12)cc3c(c2)[C@@H](C)C[C@@H](C)N3,AR,antagonist
FC(F)(F)c1cc(O)nc(c12)cc3c(c2)C[C@H](C)[C@@H](C)N3,AR,antagonist
Cn1c(=O)cc(C(F)(F)F)c(c2)c1cc(c23)N(C)[C@H](C)C3(C)C,AR,antagonist
FC(F)(F)c1cc(O)nc(c12)cc3c(c2)CC(C)(C)[C@@H](C)N3,AR,antagonist
N#Cc1c(C(F)(F)F)cc(cc1)NC(=O)[C@@](C)(O)CS(=O)(=O)c(cc2)ccc2F,AR,antagonist
N#Cc1c(C(F)(F)F)cc(cc1)N(C2=O)C(=O)[C@H]([C@H]2[C@@]34C)[C@](O4)(C)CN(C3)C(=O)C5CC5,AR,antagonist
N#Cc1c(C(F)(F)F)cc(cc1)N(C2=O)C(=O)[C@H]([C@H]2[C@@]34C)[C@](O4)(C)CN(C3)C(=O)Nc5ccc(F)cc5,AR,antagonist
N#Cc1c(C(F)(F)F)cc(cc1)N(C2=O)C(=O)[C@H]([C@H]2[C@@]34C)[C@](O4)(C)CN(C3)C(=O)Nc5ccccc5,AR,antagonist
N#Cc1c(C(F)(F)F)cc(cc1)N(C2=O)C(=O)[C@H]([C@H]2[C@@]34C)[C@](O4)(C)CN(C3)C(=O)c5ccccc5,AR,antagonist
N#Cc1c(C(F)(F)F)cc(cc1)N(C2=O)C(=O)[C@H]([C@H]2[C@@]34C)[C@](O4)(C)CN(C3)O,AR,antagonist
N#Cc1c(C(F)(F)F)cc(cc1)N(C2=O)C(=O)[C@H]([C@H]2[C@@]34C)[C@](O4)(C)CN(C3)S(=O)(=O)c(cc5)ccc5F,AR,antagonist
N#Cc1c(C(F)(F)F)cc(cc1)N(C2=O)C(=O)[C@H]([C@H]2[C@@]34C)[C@](O4)(C)CN(C3)S(=O)(=O)c5ccccc5,AR,antagonist
N#Cc1c(C(F)(F)F)cc(cc1)N(C2=O)C(=O)[C@H]([C@H]2[C@@]34C)[C@](O4)(C)CN(C3)S(=O)(=O)c5ccccn5,AR,antagonist
N#Cc1c(C(F)(F)F)cc(cc1)N(C2=O)C(=O)[C@H]([C@H]2[C@@]34C)[C@](O4)(C)CN(C3)S(=O)(=O)C,AR,antagonist
N#Cc1c(C(F)(F)F)cc(cc1)N(C2=O)C(=O)[C@H]([C@H]2[C@@]34C)[C@](O4)(C)CN(C3)c5cc(Cl)ncn5,AR,antagonist
N#Cc1c(C(F)(F)F)cc(cc1)N(C2=O)C(=O)[C@H]([C@H]2[C@@]34C)[C@](O4)(C)CN(C3)c(ccc5)cc5C(=O)N,AR,antagonist
N#Cc1c(C(F)(F)F)cc(cc1)N(C2=O)C(=O)[C@H]([C@H]2[C@@]34C)[C@](O4)(C)CN(C3)c5cc(S(=O)(=O)C)ccc5,AR,antagonist
N#Cc1c(C(F)(F)F)cc(cc1)N(C2=O)C(=O)[C@H]([C@H]2[C@@]34C)[C@](O4)(C)CN(C3)c5cc(S(=O)(=O)N)ccc5,AR,antagonist
N#Cc1c(C(F)(F)F)cc(cc1)N(C2=O)C(=O)[C@H]([C@H]2[C@@]34C)[C@](O4)(C)CN(C3)c5ncccn5,AR,antagonist
N#Cc1c(C(F)(F)F)cc(cc1)N(C2=O)C(=O)[C@H]([C@H]2[C@@]34C)[C@](O4)(C)CNC3,AR,antagonist
FC(F)(F)c1cc([S+]([O-])C)nc(c12)cc3c(c2)CCC(C)(C)N3,AR,antagonist
FC(F)(F)c1cc(Br)nc(c12)c(C)c3c(c2)C(C)CC(C)(C)N3,AR,antagonist
FC(F)(F)c1cc(Cl)nc(c12)c(C)c3c(c2)C(C)CC(C)(C)N3,AR,antagonist
FC(F)(F)c1cc(F)nc(c12)c(C)c3c(c2)C(C)CC(C)(C)N3,AR,antagonist
FC(F)(F)c1ccnc(c12)c(C)c3c(c2)C(C)CC(C)(C)N3,AR,antagonist
FC(F)(F)c1cc(=O)[nH]c(c12)cc(N)c(C)c2,AR,antagonist
FC(F)(F)c1cc(=O)[nH]c(c12)cc(c(C)c2)NCC(C)C,AR,antagonist
Cn1c(=O)cc(C(F)(F)F)c(c2)c1cc(c23)NCC3,AR,antagonist
c1c(F)ccc(c1C(F)(F)F)C2=NOC(C23)CCC3,AR,antagonist
FC(F)(F)c1c(F)ccc(c1)C2=NOC(C23)CCC3,AR,antagonist
c1c(F)ccc(c1C(F)(F)F)C2=NOC(C23)CCCC3,AR,antagonist
FC(F)(F)c1c(F)ccc(c1)C2=NOC(C23)CCCC3,AR,antagonist
c1c(F)ccc(c1C(F)(F)F)C2=NOC(C23)CCCCC3,AR,antagonist
FC(F)(F)c1c(F)ccc(c1)C2=NOC(C23)CCCCC3,AR,antagonist
c1c(F)ccc(c1C(F)(F)F)C2=NOC(C23)CCCCCC3,AR,antagonist
FC(F)(F)c1c(F)ccc(c1)C2=NOC(C23)CCCCCC3,AR,antagonist
N#Cc(c1)ccc(c1C(F)(F)F)C2=NOC(C23)CCC3,AR,antagonist
N#Cc(c1)ccc(c1C(F)(F)F)C2=NOC(C23)CCCC3,AR,antagonist
N#Cc1c(C(F)(F)F)cc(cc1)C2=NOC(C23)CCCC3,AR,antagonist
N#Cc(c1)ccc(c1C(F)(F)F)C2=NOC(C23)CCCCC3,AR,antagonist
N#Cc1c(C(F)(F)F)cc(cc1)C2=NOC(C23)CCCCC3,AR,antagonist
N#Cc(c1)ccc(c1C(F)(F)F)C2=NOC(C23)CCCCCC3,AR,antagonist
N#Cc1c(C(F)(F)F)cc(cc1)C2=NOC(C23)CCCCCC3,AR,antagonist
N#Cc1c(C(F)(F)F)cc(cc1)C2=NO[C@@H]([C@@H]23)CCC3,AR,antagonist
N#Cc1c(C(F)(F)F)cc(cc1)C2=NO[C@H]([C@H]23)CCC3,AR,antagonist
FC(F)(F)c1c(C#N)cccc1C2=NOC(C23)CCCC3,AR,antagonist
FC(F)(F)c1cc(O)nc(c12)ccc(c2)N,AR,antagonist
[O-][N+](=O)c(c1)ccc(c1C(F)(F)F)C2=NOC(C23)CCC3,AR,antagonist
